Driver Status Infomation,CarNum,AccStep,BrkStep,WheelStep,DirLightStep,Speed,AreaNum
20220806000022,Z0007,1,0,L2,L,80,F10
20220806000022,A0008,2,0,F,N,35,A07
20220806000022,Y0009,2,0,F,N,85,D05
20220806000022,D0010,2,0,R3,R,40,F10
20220806000024,N0001,1,0,F,N,41,B07
20220806000024,W0002,3,0,F,N,250,B05
20220806000024,A0003,3,0,L3,L,57,E10
20220806000024,U0004,5,0,F,N,33,C10
20220806000024,B0005,0,0,F,N,60,F04
20220806000024,W0006,0,0,R1,R,44,C10
20220806000024,Z0007,3,0,R1,R,95,F05
20220806000024,A0008,0,0,F,N,35,A05
20220806000024,Y0009,0,1,L1,L,75,D09
20220806000024,D0010,0,2,L2,L,20,F08
20220806000026,N0001,2,0,F,N,15,B10
20220806000026,W0002,3,0,F,R,250,B03
20220806000026,A0003,0,1,F,N,47,E07
20220806000026,U0004,2,0,R1,R,43,C02
20220806000026,B0005,1,0,L2,L,65,F01
20220806000026,W0006,1,0,F,N,49,C07
20220806000026,Z0007,0,1,F,N,85,F05
20220806000026,A0008,1,0,F,N,40,A01
20220806000026,Y0009,0,0,F,N,75,D07
20220806000026,D0010,1,0,F,N,25,F03
20220806000028,N0001,0,1,F,N,5,B08
20220806000028,W0002,5,0,F,N,250,B04
20220806000028,A0003,2,0,F,N,57,E02
20220806000028,U0004,1,0,F,N,48,C05
20220806000028,B0005,0,3,F,N,35,F03
20220806000028,W0006,2,0,R2,R,59,C02
20220806000028,Z0007,2,0,F,N,95,F03
20220806000028,A0008,0,1,F,N,30,A04
20220806000028,Y0009,2,0,F,N,85,D02
20220806000028,D0010,2,0,F,N,10,F10
20220806000030,N0001,0,3,L2,L,0,B03
20220806000030,W0002,3,0,R3,R,250,B08
20220806000030,A0003,3,0,F,N,72,E10
20220806000030,U0004,1,0,F,N,53,C09
20220806000030,B0005,2,0,F,N,45,F01
20220806000030,W0006,1,0,F,N,64,C01
20220806000030,Z0007,3,0,F,N,110,F06
20220806000030,A0008,1,0,F,N,35,A01
20220806000030,Y0009,1,0,F,N,90,D07
20220806000030,D0010,2,0,F,N,20,F05
20220806000032,N0001,0,1,L1,L,0,B01
20220806000032,W0002,3,0,F,N,250,B05
20220806000032,A0003,0,1,F,N,62,E06
20220806000032,U0004,5,0,F,N,78,C10
20220806000032,B0005,0,3,F,N,15,F09
20220806000032,W0006,1,0,R2,R,69,C02
20220806000032,Z0007,2,0,F,N,120,F02
20220806000032,A0008,5,0,F,N,60,A03
20220806000032,Y0009,3,0,R3,R,105,D05
20220806000032,D0010,1,0,F,N,25,F10
20220806000034,N0001,0,1,F,N,0,B05
20220806000034,W0002,5,0,L2,N,250,B02
20220806000034,A0003,1,0,F,N,67,E06
20220806000034,U0004,3,0,L3,L,93,C07
20220806000034,B0005,0,1,F,N,5,F01
20220806000034,W0006,2,0,F,N,79,C01
20220806000034,Z0007,2,0,F,N,130,F08
20220806000034,A0008,2,0,L3,L,70,A01
20220806000034,Y0009,1,0,L1,L,33,D02
20220806000034,D0010,0,2,F,N,5,F07
20220806000036,N0001,2,0,F,N,10,B06
20220806000036,W0002,0,1,F,N,245,B05
20220806000036,A0003,0,0,F,N,67,E02
20220806000036,U0004,0,1,F,N,83,C05
20220806000036,B0005,0,2,F,N,0,F05
20220806000036,W0006,0,0,F,N,79,C05
20220806000036,Z0007,0,1,F,N,120,F01
20220806000036,A0008,0,3,F,N,40,A06
20220806000036,Y0009,3,0,F,N,48,D01
20220806000036,D0010,1,0,L3,L,10,F09
20220806000038,N0001,1,0,L1,L,15,B03
20220806000038,W0002,5,0,F,L,250,B08
20220806000038,A0003,2,0,F,N,23,E04
20220806000038,U0004,1,0,F,N,88,C06
20220806000038,B0005,1,0,L2,L,1,F01
20220806000038,W0006,4,0,L1,L,29,C04
20220806000038,Z0007,1,0,R1,R,125,F10
20220806000038,A0008,3,0,F,N,55,A02
20220806000038,Y0009,3,0,F,N,63,D01
20220806000038,D0010,4,0,R2,R,30,F05
20220806000040,N0001,1,0,F,N,20,B01
20220806000040,W0002,0,1,R1,L,245,B09
20220806000040,A0003,5,0,L2,L,48,E10
20220806000040,U0004,3,0,F,N,103,C07
20220806000040,B0005,0,3,R1,R,0,F07
20220806000040,W0006,3,0,F,N,44,C03
20220806000040,Z0007,2,0,L2,L,135,F04
20220806000040,A0008,3,0,L2,L,70,A05
20220806000040,Y0009,4,0,F,N,83,D07
20220806000040,D0010,2,0,F,N,40,F01
20220806000042,N0001,3,0,F,N,35,B05
20220806000042,W0002,3,0,R3,N,250,B04
20220806000042,A0003,5,0,R3,R,73,E02
20220806000042,U0004,1,0,L3,L,108,C04
20220806000042,B0005,3,0,F,N,15,F02
20220806000042,W0006,2,0,F,N,54,C03
20220806000042,Z0007,1,0,R3,R,140,F10
20220806000042,A0008,1,0,F,N,75,A03
20220806000042,Y0009,1,0,R1,R,26,D01
20220806000042,D0010,0,1,R1,R,30,F08
20220806000044,N0001,1,0,F,N,40,B03
20220806000044,W0002,4,0,L1,N,250,B04
20220806000044,A0003,5,0,F,N,98,E08
20220806000044,U0004,1,0,F,N,113,C09
20220806000044,B0005,3,0,F,N,30,F05
20220806000044,W0006,3,0,F,N,69,C05
20220806000044,Z0007,1,0,F,N,145,F05
20220806000044,A0008,1,0,F,N,80,A02
20220806000044,Y0009,5,0,F,N,51,D07
20220806000044,D0010,3,0,F,N,45,F09
20220806000046,N0001,0,2,F,N,20,B05
20220806000046,W0002,0,2,L2,N,240,B05
20220806000046,A0003,1,0,F,N,103,E04
20220806000046,U0004,2,0,F,N,123,C10
20220806000046,B0005,1,0,F,N,35,F08
20220806000046,W0006,4,0,F,N,89,C10
20220806000046,Z0007,0,0,F,N,145,F09
20220806000046,A0008,2,0,F,N,90,A06
20220806000046,Y0009,0,1,F,N,41,D09
20220806000046,D0010,3,0,L1,L,60,F05
20220806000048,N0001,3,0,F,N,35,B04
20220806000048,W0002,1,0,L2,N,245,B06
20220806000048,A0003,0,0,F,N,103,E05
20220806000048,U0004,0,0,F,N,123,C02
20220806000048,B0005,1,0,F,N,40,F07
20220806000048,W0006,2,0,R3,R,99,C06
20220806000048,Z0007,0,2,F,N,23,F09
20220806000048,A0008,3,0,R3,R,105,A03
20220806000048,Y0009,4,0,F,N,61,D03
20220806000048,D0010,1,0,L2,L,65,F07
20220806000050,N0001,3,0,F,N,50,B03
20220806000050,W0002,3,0,F,R,250,B08
20220806000050,A0003,0,0,F,N,103,E07
20220806000050,U0004,0,1,R3,R,113,C06
20220806000050,B0005,0,2,L1,L,20,F09
20220806000050,W0006,2,0,R1,R,109,C09
20220806000050,Z0007,0,0,L3,L,23,F08
20220806000050,A0008,3,0,L3,L,120,A04
20220806000050,Y0009,2,0,F,N,71,D10
20220806000050,D0010,1,0,F,N,70,F02
20220806000052,N0001,2,0,R1,R,18,B09
20220806000052,W0002,4,0,F,R,250,B09
20220806000052,A0003,5,0,F,N,128,E09
20220806000052,U0004,5,0,F,N,138,C07
20220806000052,B0005,0,0,L2,L,20,F01
20220806000052,W0006,0,0,F,N,109,C05
20220806000052,Z0007,0,1,L2,L,13,F03
20220806000052,A0008,4,0,F,N,140,A09
20220806000052,Y0009,1,0,F,N,76,D01
20220806000052,D0010,1,0,F,N,75,F04
20220806000054,N0001,0,2,F,N,0,B02
20220806000054,W0002,0,3,L3,R,55,B02
20220806000054,A0003,5,0,R3,R,153,E07
20220806000054,U0004,3,0,F,N,153,C03
20220806000054,B0005,1,0,F,N,25,F08
20220806000054,W0006,0,0,F,N,109,C04
20220806000054,Z0007,0,2,F,N,0,F02
20220806000054,A0008,2,0,F,N,150,A06
20220806000054,Y0009,1,0,F,N,81,D06
20220806000054,D0010,2,0,F,N,85,F03
20220806000056,N0001,0,1,F,N,0,B02
20220806000056,W0002,3,0,F,L,75,B04
20220806000056,A0003,0,1,L1,L,143,E03
20220806000056,U0004,4,0,F,N,51,C04
20220806000056,B0005,1,0,R1,R,30,F10
20220806000056,W0006,3,0,F,N,124,C08
20220806000056,Z0007,3,0,F,N,15,F06
20220806000056,A0008,0,1,R3,R,35,A03
20220806000056,Y0009,2,0,F,N,91,D06
20220806000056,D0010,0,0,L2,L,85,F04
20220806000058,N0001,0,1,F,N,0,B03
20220806000058,W0002,4,0,R3,N,105,B03
20220806000058,A0003,1,0,F,N,148,E04
20220806000058,U0004,0,1,R1,R,41,C10
20220806000058,B0005,3,0,F,N,45,F06
20220806000058,W0006,3,0,L3,L,139,C07
20220806000058,Z0007,3,0,F,N,30,F06
20220806000058,A0008,1,0,F,N,40,A01
20220806000058,Y0009,3,0,R2,R,106,D07
20220806000058,D0010,2,0,R3,R,95,F09
20220806000100,N0001,3,0,L2,L,15,B10
20220806000100,W0002,3,0,R2,N,125,B08
20220806000100,A0003,0,2,F,N,128,E06
20220806000100,U0004,2,0,R3,R,51,C02
20220806000100,B0005,0,0,F,N,45,F08
20220806000100,W0006,3,0,F,N,154,C09
20220806000100,Z0007,3,0,F,N,13,F08
20220806000100,A0008,4,0,F,N,60,A03
20220806000100,Y0009,3,0,F,N,121,D10
20220806000100,D0010,0,1,F,N,85,F09
20220806000102,N0001,1,0,F,N,20,B05
20220806000102,W0002,4,0,F,R,46,B09
20220806000102,A0003,3,0,F,N,143,E01
20220806000102,U0004,0,1,F,N,41,C10
20220806000102,B0005,1,0,F,N,50,F02
20220806000102,W0006,1,0,F,N,159,C09
20220806000102,Z0007,1,0,F,N,5,F09
20220806000102,A0008,1,0,F,N,65,A02
20220806000102,Y0009,0,1,F,N,111,D01
20220806000102,D0010,1,0,L3,L,90,F05
20220806000104,N0001,1,0,L2,L,25,B04
20220806000104,W0002,4,0,F,N,76,B07
20220806000104,A0003,3,0,F,N,158,E06
20220806000104,U0004,0,1,L3,L,31,C06
20220806000104,B0005,1,0,F,N,16,F08
20220806000104,W0006,0,1,F,N,149,C07
20220806000104,Z0007,0,1,F,N,0,F07
20220806000104,A0008,3,0,F,N,80,A05
20220806000104,Y0009,0,0,R2,R,111,D02
20220806000104,D0010,1,0,F,N,95,F09
20220806000106,N0001,3,0,L2,L,40,B08
20220806000106,W0002,5,0,L3,R,116,B06
20220806000106,A0003,2,0,R1,R,168,E07
20220806000106,U0004,1,0,F,N,36,C09
20220806000106,B0005,3,0,F,N,31,F05
20220806000106,W0006,0,0,L1,L,44,C07
20220806000106,Z0007,5,0,F,N,25,F07
20220806000106,A0008,4,0,F,N,30,A07
20220806000106,Y0009,0,2,F,N,91,D01
20220806000106,D0010,0,3,L1,L,65,F03
20220806000108,N0001,1,0,F,N,45,B08
20220806000108,W0002,2,0,R2,N,37,B08
20220806000108,A0003,3,0,F,N,183,E10
20220806000108,U0004,0,1,R3,R,26,C10
20220806000108,B0005,2,0,F,N,41,F06
20220806000108,W0006,0,1,F,N,3,C10
20220806000108,Z0007,3,0,F,N,12,F09
20220806000108,A0008,0,1,F,N,20,A04
20220806000108,Y0009,0,1,F,N,81,D05
20220806000108,D0010,0,1,F,N,55,F10
20220806000110,N0001,0,0,F,N,13,B04
20220806000110,W0002,4,0,L1,N,67,B09
20220806000110,A0003,1,0,F,N,188,E01
20220806000110,U0004,0,0,F,N,26,C09
20220806000110,B0005,0,0,L3,L,41,F10
20220806000110,W0006,1,0,L3,L,8,C06
20220806000110,Z0007,1,0,F,N,17,F07
20220806000110,A0008,3,0,R3,R,10,A06
20220806000110,Y0009,0,1,R1,R,71,D08
20220806000110,D0010,1,0,R2,R,18,F10
20220806000112,N0001,2,0,F,N,23,B04
20220806000112,W0002,1,0,R3,L,72,B07
20220806000112,A0003,0,0,F,N,188,E10
20220806000112,U0004,1,0,L3,L,31,C04
20220806000112,B0005,2,0,L1,L,51,F03
20220806000112,W0006,1,0,F,N,13,C10
20220806000112,Z0007,2,0,L1,L,27,F05
20220806000112,A0008,1,0,L2,L,15,A06
20220806000112,Y0009,5,0,F,N,96,D03
20220806000112,D0010,1,0,F,N,23,F07
20220806000114,N0001,2,0,F,N,33,B06
20220806000114,W0002,0,2,R3,R,62,B01
20220806000114,A0003,3,0,F,N,203,E10
20220806000114,U0004,0,1,L3,L,21,C10
20220806000114,B0005,3,0,L2,L,66,F06
20220806000114,W0006,0,2,F,N,0,C10
20220806000114,Z0007,5,0,F,N,52,F01
20220806000114,A0008,1,0,L2,L,20,A08
20220806000114,Y0009,1,0,F,N,101,D01
20220806000114,D0010,3,0,F,N,11,F07
20220806000116,N0001,0,1,L3,L,23,B10
20220806000116,W0002,2,0,F,L,72,B04
20220806000116,A0003,3,0,F,N,218,E03
20220806000116,U0004,1,0,R2,R,26,C01
20220806000116,B0005,1,0,F,N,71,F08
20220806000116,W0006,1,0,F,N,5,C08
20220806000116,Z0007,2,0,R3,R,62,F02
20220806000116,A0008,3,0,R1,R,10,A05
20220806000116,Y0009,0,1,F,N,91,D01
20220806000116,D0010,0,1,F,N,1,F01
20220806000118,N0001,1,0,R1,R,28,B04
20220806000118,W0002,5,0,R3,N,112,B05
20220806000118,A0003,1,0,L3,L,66,E06
20220806000118,U0004,3,0,F,N,41,C03
20220806000118,B0005,1,0,F,N,76,F09
20220806000118,W0006,1,0,F,N,10,C03
20220806000118,Z0007,3,0,L2,L,77,F08
20220806000118,A0008,0,2,R2,R,0,A10
20220806000118,Y0009,0,0,R2,R,91,D04
20220806000118,D0010,1,0,F,N,6,F08
20220806000120,N0001,0,2,F,N,0,B03
20220806000120,W0002,3,0,F,N,132,B05
20220806000120,A0003,4,0,F,N,25,E08
20220806000120,U0004,3,0,R1,R,56,C05
20220806000120,B0005,0,1,F,N,66,F08
20220806000120,W0006,1,0,F,N,4,C05
20220806000120,Z0007,1,0,L2,L,82,F10
20220806000120,A0008,3,0,F,N,15,A10
20220806000120,Y0009,0,1,F,N,81,D06
20220806000120,D0010,3,0,L2,L,21,F10
20220806000122,N0001,0,1,F,N,0,B06
20220806000122,W0002,3,0,F,N,152,B10
20220806000122,A0003,4,0,F,N,45,E06
20220806000122,U0004,2,0,F,N,19,C09
20220806000122,B0005,0,1,F,N,56,F03
20220806000122,W0006,1,0,F,N,9,C06
20220806000122,Z0007,0,0,L2,L,82,F02
20220806000122,A0008,3,0,F,N,30,A02
20220806000122,Y0009,3,0,F,N,96,D04
20220806000122,D0010,1,0,F,N,26,F09
20220806000124,N0001,2,0,F,N,10,B01
20220806000124,W0002,3,0,F,N,172,B09
20220806000124,A0003,0,1,F,N,35,E07
20220806000124,U0004,1,0,F,N,7,C05
20220806000124,B0005,2,0,R3,R,66,F09
20220806000124,W0006,3,0,R2,R,24,C04
20220806000124,Z0007,2,0,F,N,92,F10
20220806000124,A0008,3,0,F,N,13,A02
20220806000124,Y0009,1,0,F,N,101,D04
20220806000124,D0010,1,0,F,N,31,F02
20220806000126,N0001,0,1,L2,L,0,B08
20220806000126,W0002,3,0,L1,N,192,B03
20220806000126,A0003,0,2,R3,R,15,E08
20220806000126,U0004,3,0,F,N,22,C06
20220806000126,B0005,1,0,R1,R,71,F06
20220806000126,W0006,1,0,R2,R,29,C03
20220806000126,Z0007,0,1,F,N,82,F02
20220806000126,A0008,5,0,F,N,38,A08
20220806000126,Y0009,0,0,F,N,101,D08
20220806000126,D0010,0,2,L2,L,0,F05
20220806000128,N0001,0,1,F,N,0,B03
20220806000128,W0002,5,0,R3,N,232,B05
20220806000128,A0003,1,0,F,N,20,E03
20220806000128,U0004,2,0,R2,R,9,C04
20220806000128,B0005,3,0,F,N,86,F07
20220806000128,W0006,1,0,F,N,34,C06
20220806000128,Z0007,0,2,F,N,62,F02
20220806000128,A0008,0,2,L2,L,0,A08
20220806000128,Y0009,1,0,F,N,106,D08
20220806000128,D0010,0,1,F,N,0,F01
20220806000130,N0001,3,0,F,N,15,B05
20220806000130,W0002,5,0,R1,L,250,B09
20220806000130,A0003,2,0,F,N,30,E04
20220806000130,U0004,3,0,L1,L,24,C09
20220806000130,B0005,0,0,F,N,86,F04
20220806000130,W0006,0,2,F,N,0,C05
20220806000130,Z0007,1,0,F,N,67,F07
20220806000130,A0008,0,1,F,N,0,A07
20220806000130,Y0009,0,1,L2,L,96,D10
20220806000130,D0010,0,2,L1,L,0,F10
20220806000132,N0001,0,0,F,N,15,B04
20220806000132,W0002,1,0,R3,R,250,B07
20220806000132,A0003,1,0,F,N,10,E04
20220806000132,U0004,0,2,F,N,4,C04
20220806000132,B0005,0,1,R3,R,76,F10
20220806000132,W0006,3,0,F,N,15,C09
20220806000132,Z0007,0,0,F,N,67,F09
20220806000132,A0008,0,2,F,N,0,A05
20220806000132,Y0009,2,0,L2,L,106,D03
20220806000132,D0010,1,0,F,N,5,F09
20220806000134,N0001,1,0,F,N,20,B01
20220806000134,W0002,3,0,F,N,250,B04
20220806000134,A0003,0,3,F,N,0,E03
20220806000134,U0004,4,0,R3,R,24,C08
20220806000134,B0005,3,0,F,N,91,F03
20220806000134,W0006,0,1,F,N,5,C07
20220806000134,Z0007,5,0,R3,R,92,F01
20220806000134,A0008,0,2,F,N,0,A07
20220806000134,Y0009,3,0,F,N,121,D08
20220806000134,D0010,3,0,F,N,20,F02
20220806000136,N0001,1,0,F,N,25,B10
20220806000136,W0002,3,0,R3,R,250,B10
20220806000136,A0003,2,0,R1,R,10,E02
20220806000136,U0004,0,1,L3,L,14,C08
20220806000136,B0005,1,0,R2,R,96,F05
20220806000136,W0006,1,0,F,N,10,C05
20220806000136,Z0007,0,1,F,N,82,F10
20220806000136,A0008,5,0,F,N,25,A02
20220806000136,Y0009,2,0,L2,L,131,D02
20220806000136,D0010,2,0,F,N,30,F06
20220806000138,N0001,0,1,L3,L,15,B02
20220806000138,W0002,5,0,F,R,250,B01
20220806000138,A0003,3,0,F,N,25,E10
20220806000138,U0004,1,0,L1,L,19,C05
20220806000138,B0005,0,0,F,N,28,F04
20220806000138,W0006,1,0,F,N,15,C08
20220806000138,Z0007,3,0,F,N,97,F07
20220806000138,A0008,0,1,F,N,15,A01
20220806000138,Y0009,2,0,F,N,42,D04
20220806000138,D0010,0,1,R3,R,20,F05
20220806000140,N0001,3,0,L3,L,30,B05
20220806000140,W0002,0,2,F,N,240,B09
20220806000140,A0003,0,0,L1,L,25,E06
20220806000140,U0004,1,0,F,N,24,C04
20220806000140,B0005,2,0,F,N,38,F10
20220806000140,W0006,0,1,F,N,5,C10
20220806000140,Z0007,2,0,F,N,32,F04
20220806000140,A0008,1,0,F,N,20,A08
20220806000140,Y0009,1,0,F,N,47,D10
20220806000140,D0010,2,0,F,N,9,F06
20220806000142,N0001,0,2,F,N,10,B04
20220806000142,W0002,3,0,L2,N,250,B06
20220806000142,A0003,1,0,F,N,30,E02
20220806000142,U0004,1,0,F,N,29,C09
20220806000142,B0005,1,0,F,N,12,F06
20220806000142,W0006,1,0,R2,R,10,C09
20220806000142,Z0007,3,0,F,N,47,F04
20220806000142,A0008,2,0,R3,R,30,A10
20220806000142,Y0009,1,0,F,N,52,D09
20220806000142,D0010,2,0,F,N,19,F08
20220806000144,N0001,1,0,F,N,15,B03
20220806000144,W0002,4,0,F,N,250,B05
20220806000144,A0003,0,0,F,N,9,E03
20220806000144,U0004,2,0,F,N,39,C07
20220806000144,B0005,3,0,F,N,27,F03
20220806000144,W0006,4,0,L3,L,30,C08
20220806000144,Z0007,1,0,L3,L,52,F02
20220806000144,A0008,1,0,F,N,35,A06
20220806000144,Y0009,2,0,F,N,62,D02
20220806000144,D0010,0,0,F,N,19,F05
20220806000146,N0001,2,0,F,N,25,B01
20220806000146,W0002,3,0,F,N,250,B02
20220806000146,A0003,0,0,F,N,9,E06
20220806000146,U0004,0,0,F,N,39,C06
20220806000146,B0005,3,0,F,N,42,F05
20220806000146,W0006,0,1,F,N,20,C04
20220806000146,Z0007,3,0,F,N,67,F03
20220806000146,A0008,1,0,F,N,40,A10
20220806000146,Y0009,0,2,F,N,42,D10
20220806000146,D0010,5,0,F,N,44,F07
20220806000148,N0001,1,0,F,N,30,B05
20220806000148,W0002,4,0,R3,L,250,B02
20220806000148,A0003,1,0,R3,R,14,E09
20220806000148,U0004,0,0,R3,R,39,C01
20220806000148,B0005,1,0,F,N,47,F01
20220806000148,W0006,0,2,F,N,0,C04
20220806000148,Z0007,1,0,F,N,72,F02
20220806000148,A0008,5,0,L3,L,65,A03
20220806000148,Y0009,2,0,F,N,15,D03
20220806000148,D0010,3,0,F,N,59,F10
20220806000150,N0001,2,0,L3,L,40,B06
20220806000150,W0002,3,0,F,N,250,B10
20220806000150,A0003,1,0,F,N,19,E10
20220806000150,U0004,0,2,L1,L,19,C09
20220806000150,B0005,0,2,F,N,27,F08
20220806000150,W0006,1,0,F,N,5,C02
20220806000150,Z0007,3,0,L1,L,87,F09
20220806000150,A0008,1,0,R1,R,70,A08
20220806000150,Y0009,1,0,F,N,20,D01
20220806000150,D0010,0,0,F,N,59,F09
20220806000152,N0001,3,0,F,N,55,B07
20220806000152,W0002,4,0,R2,N,250,B10
20220806000152,A0003,0,1,L2,L,9,E10
20220806000152,U0004,0,1,F,N,9,C01
20220806000152,B0005,0,1,L1,L,17,F09
20220806000152,W0006,1,0,F,N,10,C10
20220806000152,Z0007,4,0,F,N,107,F07
20220806000152,A0008,1,0,F,N,75,A07
20220806000152,Y0009,0,1,F,N,10,D06
20220806000152,D0010,1,0,F,N,64,F04
20220806000154,N0001,1,0,F,N,60,B02
20220806000154,W0002,4,0,F,R,250,B09
20220806000154,A0003,2,0,R1,R,19,E04
20220806000154,U0004,1,0,F,N,14,C09
20220806000154,B0005,1,0,L2,L,22,F08
20220806000154,W0006,0,1,R3,R,0,C03
20220806000154,Z0007,1,0,R1,R,112,F05
20220806000154,A0008,3,0,F,N,90,A02
20220806000154,Y0009,2,0,F,N,6,D07
20220806000154,D0010,0,1,F,N,54,F08
20220806000156,N0001,3,0,R1,R,75,B05
20220806000156,W0002,1,0,L2,N,250,B06
20220806000156,A0003,2,0,L2,L,29,E08
20220806000156,U0004,0,1,F,N,4,C02
20220806000156,B0005,1,0,L1,L,27,F05
20220806000156,W0006,4,0,F,N,6,C07
20220806000156,Z0007,1,0,L1,L,117,F02
20220806000156,A0008,0,1,F,N,80,A09
20220806000156,Y0009,1,0,F,N,11,D07
20220806000156,D0010,0,3,F,N,24,F01
